
#%Probeset listing for Clariom D Human
#%create_date=2021-05-18 PDT 09:19:03
#%input_query=*
gene_symbol	Clariom D Human
AKAP11	TC1300006989.hg.1
AKAP10	TC1700010041.hg.1
AKAP2	TC0900012157.hg.1
DDX20	TC0100009428.hg.1
TREX2	TC0X00011159.hg.1
DUSP10	TC0100017420.hg.1
MRPL3	TC0300012445.hg.1
MST1L	TC0100013061.hg.1
RPL35	TC0900011510.hg.1
GALNT6	TC1200010705.hg.1
GALNT5	TC0200009739.hg.1
RASSF8	TC1200007120.hg.1
PRAF2	TC0X00009650.hg.1
SEC63	TC0600012764.hg.1
POLG2	TC1700011448.hg.1
HPS5	TC1100010261.hg.1
PDCD10	TC0300013051.hg.1
RNF139	TC0800008770.hg.1
RNF24	TC2000008242.hg.1
CA5B	TC0X00011277.hg.1
PADI2	TC0100013076.hg.1
PMF1	TC0100010161.hg.1
ZHX1	TC0800012454.hg.1
GPR176	TC1500010854.hg.1
NXPH4	TC1200007864.hg.1
NXPH3	TC1700008211.hg.1
NXPH2	TC0200014450.hg.1
GPR45	TC0200008728.hg.1
PTGDR2	TC1100011008.hg.1
PACSIN2	TC2200009357.hg.1
MAN1B1	TC0900009260.hg.1
SLC6A14	TC0X00008210.hg.1
HRH3	TC2000009736.hg.1
TP53TG1	TC0700011703.hg.1
DCTN3	TC0900009909.hg.1
FILIP1L	TC0300011834.hg.1
XPOT	TC1200008002.hg.1
CHP1	TC1500006994.hg.1
SP140	TC0200011020.hg.1
PXMP4	TC2000008895.hg.1
DUSP12	TC0100010368.hg.1
SNF8	TC1700011017.hg.1
DDX19B	TC1600011424.hg.1
NRM	TC0600011377.hg.1
PRR4	TC1200012755.hg.1, TC1200012760.hg.1, TC1200012763.hg.1, TC1200012764.hg.1
ATXN2L	TC1600007362.hg.1
USP18	TC2200006540.hg.1
KLHL2	TC0400009217.hg.1
SYNRG	TC1700010497.hg.1
TREX1	TC0300007336.hg.1
KLF12	TC1300009249.hg.1
KLF8	TC0X00007390.hg.1
SCN11A	TC0300010765.hg.1
POU6F2	TC0700007262.hg.1
MGAT4B	TC0500013064.hg.1
CYP4F8	TC1900011678.hg.1
PNKP	TC1900012005.hg.1
B4GALT7	TC0500009630.hg.1
SLCO2B1	TC1100008453.hg.1
VPS45	TC0100009889.hg.1
LYPLA2	TC0100007334.hg.1
CD300A	TC1700008852.hg.1
PARK7	TC0100006729.hg.1
COPE	TC1900011909.hg.1
RBPJL	TC2000007486.hg.1
GPR182	TC1200007853.hg.1
ECD	TC1000011012.hg.1
MGAT4A	TC0200013595.hg.1
GPN1	TC0200016419.hg.1
TMC6	TC1700012481.hg.1
DDX42	TC1700008573.hg.1
VSIG4	TC0X00009911.hg.1
FKBP9	TC0700007132.hg.1
STK38	TC0600011661.hg.1
CTRC	TC0100006983.hg.1
PHB2	TC1200009767.hg.1
ACOT7	TC0100012675.hg.1
PDAP1	TC0700011938.hg.1
TUSC2	TC0300013985.hg.1
CBX3	TC0700006980.hg.1
EXOC3	TC0500013142.hg.1, TC0500013143.hg.1
GABARAP	TC1700012344.hg.1
U2AF2	TC1900008924.hg.1
OIP5	TC1500009148.hg.1
EXOSC8	TC1300006890.hg.1
SCRG1	TC0400012437.hg.1
RNF13	TC0300009147.hg.1
MGLL	TC0300012323.hg.1
TWF2	TC0300013991.hg.1
GABARAPL2	TC1600008454.hg.1
SYNPO	TC0500009097.hg.1
CASC3	TC1700007780.hg.1
NID2	TC1400009175.hg.1
COG2	TC0100011940.hg.1
TFEC	TC0700013609.hg.1, TC0700013611.hg.1
LAMB4	TC0700012228.hg.1
RRAS2	TC1100010175.hg.1
ITGA11	TC1500009861.hg.1
CLCA4	TC0100008924.hg.1
XRN2	TC2000006899.hg.1
IKZF3	TC1700010587.hg.1
IKZF2	TC0200015631.hg.1
MRAS	TC0300008945.hg.1
ATF5	TC1900008564.hg.1
COPZ1	TC1200007759.hg.1
COPG1	TC0300008766.hg.1
RASA3	TC1300009933.hg.1, TSUnmapped00000361.hg.1, TSUnmapped00000531.hg.1
PHLDA1	TC1200011310.hg.1
MTF2	TC0100009054.hg.1
HSPA4L	TC0400008663.hg.1
DNAJC8	TC0100013472.hg.1
PUF60	TC0800012167.hg.1
SCAF8	TC0600014193.hg.1
NLGN4Y	TC0Y00006651.hg.1
CEP162	TC0600012452.hg.1
ZNF652	TC1700011038.hg.1
ZFP30	TC1900011935.hg.1
RHOBTB3	TC0500008125.hg.1
COBLL1	TC0200014792.hg.1
RNF44	TC0500012942.hg.1
DLGAP4	TC2000007246.hg.1
RAB11FIP2	TC1000011964.hg.1
PPM1E	TC1700008440.hg.1
FRMPD1	TC0900007163.hg.1
DOLK	TC0900011665.hg.1
VASH1	TC1400007732.hg.1
ZNF507	TC1900007743.hg.1
AAK1	TC0200012961.hg.1
CPEB3	TC1000011420.hg.1
ADNP2	TC1800007835.hg.1
ANKRD26	TC1000010113.hg.1
LMTK2	TC0700008450.hg.1
NTNG1	TC0100009307.hg.1
CHSY1	TC1500010655.hg.1
ICK	TC0600012061.hg.1
ADGRL1	TC1900009808.hg.1
NLRP1	TC1700009566.hg.1
FNDC3A	TC1300007152.hg.1
ATG14	TC1400009256.hg.1
R3HDM2	TC1200012808.hg.1
SLITRK3	TC0300013022.hg.1
CNKSR2	TC0X00006758.hg.1
FASTKD2	TC0200010582.hg.1
ZNF510	TC0900010922.hg.1
PPP6R1	TC1900012050.hg.1
NLGN1	TC0300009531.hg.1
SEC31A	TC0400012940.hg.1
DZIP1	TC1300009514.hg.1
PLEKHA6	TC0100018553.hg.1
ENPP4	TC0600008156.hg.1
INPP5F	TC1000009092.hg.1
MLXIP	TC1200009196.hg.1, TSUnmapped00000027.hg.1, TSUnmapped00000050.hg.1, TSUnmapped00000065.hg.1, TSUnmapped00000103.hg.1, TSUnmapped00000212.hg.1, TSUnmapped00000219.hg.1, TSUnmapped00000262.hg.1, TSUnmapped00000285.hg.1, TSUnmapped00000486.hg.1, TSUnmapped00000502.hg.1, TSUnmapped00000683.hg.1
TRAPPC8	TC1800008405.hg.1
MON1B	TC1600011432.hg.1
MORC2	TC2200008459.hg.1
ANKRD6	TC0600008764.hg.1
ZHX2	TC0800008715.hg.1
CLSTN1	TC0100012816.hg.1
WDR37	TC1000006466.hg.1
ABLIM3	TC0500009055.hg.1
FOXJ3	TC0100013882.hg.1
UBOX5	TC2000008211.hg.1
KIAA0907	TC0100015976.hg.1
ZBTB1	TC1400007442.hg.1
ZNF365	TC1000007776.hg.1
BAHD1	TC1500006956.hg.1
DIS3	TC1300009232.hg.1
RPH3A	TC1200008918.hg.1
CEP164	TC1100009175.hg.1
DENND3	TC0800009094.hg.1
ARHGEF15	TC1700006810.hg.1
CARD8	TC1900011061.hg.1
ARSG	TC1700012295.hg.1, TC1700012296.hg.1
RUFY3	TC0400007789.hg.1
BTBD3	TC2000006721.hg.1
SBNO2	TC1900009134.hg.1
EPN2	TC1700012207.hg.1
TRAK1	TC0300013812.hg.1
DHX30	TC0300007312.hg.1
SACM1L	TC0300007242.hg.1
FAN1	TC1500006748.hg.1
WDR47	TC0100015180.hg.1
RALY	TC2000009909.hg.1
KLRK1	TC1200009903.hg.1
MMRN1	TC0400008134.hg.1
NCBP2	TC0300013727.hg.1
ZP1	TC1100007783.hg.1
CD93	TC2000008653.hg.1
MAPRE1	TC2000007133.hg.1
KIFAP3	TC0100016366.hg.1
MSRB2	TC1000007010.hg.1
MAPRE3	TC0200007048.hg.1
PLA2R1	TC0200016742.hg.1
ATF6	TC0100010369.hg.1
HABP4	TC0900008109.hg.1
SEPHS2	TC1600009967.hg.1
SEPHS1	TC1000009844.hg.1
RAB3GAP1	TC0200009431.hg.1
RAB18	TC1000007103.hg.1
POMZP3	TC0700011575.hg.1
SIRT2	TC1900010632.hg.1
RPIA	TC0200008351.hg.1
ELL2	TC0500011502.hg.1
SCAP	TC0300010982.hg.1
SNW1	TC1400009793.hg.1
SHANK2	TC1100011485.hg.1
DKK1	TC1000007641.hg.1
KIN	TC1000009742.hg.1
DUX4L1	TC0400009652.hg.1
CCT5	TC0500006730.hg.1
PTGR1	TC0900011203.hg.1
SLC4A1AP	TC0200007077.hg.1
CYP2G1P	TC1900011737.hg.1
P2RX2	TC1200009497.hg.1
TRIM32	TC0900008574.hg.1
SCMH1	TC0100013854.hg.1
RPL41P2	TC1500006663.hg.1
RPL41P1	TC2000006916.hg.1
LAMB2P1	TC0300011053.hg.1
TPX2	TC2000007089.hg.1
PAXIP1	TC0700013162.hg.1
AKR7A3	TC0100013129.hg.1
NT5C2	TC1000011704.hg.1
EFR3B	TC0200006983.hg.1
TCF25	TC1600011451.hg.1
NINL	TC2000008746.hg.1
DIP2C	TC1000009516.hg.1
MAST1	TC1900007100.hg.1
PDCD11	TC1000008770.hg.1
ACIN1	TC1400008694.hg.1
SORCS3	TC1000008813.hg.1
SV2C	TC0500007820.hg.1
MYH15	TC0300011941.hg.1
PCNX	TC1400007588.hg.1
KDM2A	TC1100008120.hg.1
HMGXB3	TC0500009077.hg.1
CEP131	TC1700012025.hg.1
CEP152	TC1500009353.hg.1
TTC39A	TC0100014173.hg.1
IGSF9B	TC1100012906.hg.1
LIMCH1	TC0400007345.hg.1
RIMS1	TC0600008505.hg.1
WDFY3	TC0400011220.hg.1
DAAM1	TC1400007328.hg.1
MAPKBP1	TC1500007012.hg.1
PLCH1	TC0300014073.hg.1
KLHDC10	TC0700009122.hg.1
RAB21	TC1200008182.hg.1
STK38L	TC1200007146.hg.1
SPEN	TC0100007006.hg.1
FBXO21	TC1200012083.hg.1
GOLGA8A	TC1500008988.hg.1
EXOSC7	TC0300013822.hg.1
FAIM2	TC1200010642.hg.1
CNOT1	TC1600010490.hg.1
SNRNP200	TC0200013517.hg.1
PALLD	TC0400009258.hg.1
TMCC1	TC0300012403.hg.1
PDZRN3	TC0300011550.hg.1
UNC13A	TC1900009984.hg.1
MYO16	TC1300007977.hg.1
KDM1A	TC0100007303.hg.1
RBM34	TC0100018567.hg.1
KDM4B	TC1900006730.hg.1
MAST3	TC1900007363.hg.1
USP33	TC0100014653.hg.1
DOPEY1	TC0600008663.hg.1
SAMD4A	TC1400007207.hg.1
PHLPP2	TC1600010792.hg.1
ZNF292	TC0600008722.hg.1
PDZD2	TC0500007050.hg.1
WDTC1	TC0100007505.hg.1
XPO7	TC0800006963.hg.1
MYT1L	TC0200011509.hg.1
MON2	TC1200007959.hg.1
PDXDC1	TC1600007007.hg.1
TNIK	TC0300013108.hg.1
KIF21B	TC0100016899.hg.1
PDS5B	TC1300006810.hg.1
FNBP1	TC0900011713.hg.1
SMG1	TC1600009620.hg.1
ZHX3	TC2000009128.hg.1
ENDOD1	TC1100008831.hg.1
ZSWIM8	TC1000008048.hg.1
NCOA6	TC2000010002.hg.1
NMNAT2	TC0100016649.hg.1
CLUAP1	TC1600011343.hg.1
ZNF609	TC1500007554.hg.1
TBC1D9B	TC0500013426.hg.1
GGA2	TC1600009737.hg.1
WAPL	TC1000011299.hg.1
SETX	TC0900011803.hg.1
EMC1	TC0100013126.hg.1
CAND2	TC0300013789.hg.1
SETD1B	TC1200009183.hg.1
CMTR1	TC0600007869.hg.1
ERP44	TC0900011013.hg.1
HECW1	TC0700007336.hg.1
UHRF1BP1L	TC1200011671.hg.1
SWAP70	TC1100006820.hg.1
RRP1B	TC2100007318.hg.1
MYCBP2	TC1300009293.hg.1
VWA8	TC1300008735.hg.1
AVL9	TC0700007121.hg.1
KDM4C	TC0900006597.hg.1
PPRC1	TC1000008712.hg.1
ERC1	TC1200006457.hg.1
EXPH5	TC1100012230.hg.1
TRIM35	TC0800009955.hg.1
PEG10	TC0700008367.hg.1
ZNF423	TC1600010244.hg.1
ZC3H13	TC1300008837.hg.1
ARHGAP26	TC0500008941.hg.1
TTLL5	TC1400010630.hg.1
SIPA1L3	TC1900007988.hg.1
KIF1B	TC0100006812.hg.1
IQSEC2	TC0X00009755.hg.1
CDK19	TC0600012839.hg.1
SARM1	TC1700012218.hg.1
ZBTB43	TC0900008790.hg.1
MCF2L2	TC0300013337.hg.1
TBC1D2B	TC1500010128.hg.1
FSTL4	TC0500012044.hg.1
MRPS27	TC0500011095.hg.1
RAP1GAP2	TC1700006569.hg.1
DDN	TC1200010609.hg.1
SPG20	TC1300008614.hg.1
TNRC6B	TC2200007419.hg.1
CUL9	TC0600008074.hg.1
NFASC	TC0100011316.hg.1
FAM179B	TC1400007033.hg.1
NPIPB3	TC1600011501.hg.1
TAB2	TC0600009789.hg.1
HIC2	TC2200006703.hg.1
ATP10B	TC0500012666.hg.1
CLASP2	TC0300010676.hg.1
CAMTA2	TC1700009541.hg.1
POGZ	TC0100015786.hg.1
COLGALT2	TC0100016664.hg.1
PLXND1	TC0300012397.hg.1
ATG2A	TC1100011192.hg.1
GPATCH8	TC1700010831.hg.1
RAD54L2	TC0300013834.hg.1
PHF8	TC0X00009773.hg.1
KDM6B	TC1700006772.hg.1
EPB41L3	TC1800007963.hg.1
SMC5	TC0900007520.hg.1
N4BP3	TC0500009648.hg.1
MAST2	TC0100008139.hg.1
ZZEF1	TC1700009500.hg.1
ANKLE2	TC1200012543.hg.1
DCUN1D4	TC0400007495.hg.1
LRCH1	TC1300007104.hg.1
ZC3H3	TC0800012132.hg.1
SSPO	TC0700009646.hg.1
NACAD	TC0700010945.hg.1
FCHO1	TC1900007342.hg.1
FRMD4B	TC0300011455.hg.1
GRAMD4	TC2200007672.hg.1
CIC	TC1900008184.hg.1
NCDN	TC0100007777.hg.1
CLCC1	TC0100018462.hg.1
SEPT6	TC0X00010643.hg.1
TBC1D9	TC0400011978.hg.1
WDR43	TC0200007111.hg.1
SNX13	TC0700010376.hg.1
MAPK8IP3	TC1600006561.hg.1
GGA3	TC1700011743.hg.1
MPRIP	TC1700007042.hg.1, TC1700007045.hg.1
NUP205	TC0700009253.hg.1
STAB1	TC0300007484.hg.1
EFR3A	TC0800008916.hg.1
RTF1	TC1500007004.hg.1
SLC35D1	TC0100014505.hg.1
TTLL12	TC2200008906.hg.1
GPD1L	TC0300006956.hg.1
FAM175B	TC1000009217.hg.1
METAP1	TC0400008228.hg.1
ZCCHC14	TC1600011168.hg.1
LPIN1	TC0200016403.hg.1
SEPT8	TC0500012025.hg.1
CEP68	TC0200007825.hg.1
PASK	TC0200016345.hg.1
RGL1	TC0100010874.hg.1
RFTN1	TC0300010427.hg.1
DIP2A	TC2100007467.hg.1
MESDC2	TC1500010907.hg.1
LARP4B	TC1000009527.hg.1
RCOR1	TC1400008355.hg.1
PHLDB1	TC1100009212.hg.1
KANK1	TC0900006442.hg.1
UBXN4	TC0200009447.hg.1
CYFIP1	TC1500008703.hg.1
ATG4B	TC0200011419.hg.1
GANAB	TC1100011092.hg.1
FBXL7	TC0500006836.hg.1
MDN1	TC0600012551.hg.1
FAM120A	TC0900007992.hg.1
FAF2	TC0500009591.hg.1
PSME4	TC0200012608.hg.1
GSE1	TC1600008698.hg.1
ATP11B	TC0300009651.hg.1
FAM168A	TC1100011587.hg.1
PMPCA	TC0900009209.hg.1
ARL6IP1	TC1600011494.hg.1
ACSBG1	TC1500010136.hg.1
PLEKHM2	TC0100006994.hg.1
SYT11	TC0100010140.hg.1
MLC1	TC2200009142.hg.1
JMJD6	TC1700011818.hg.1
ZC3H4	TC1900011014.hg.1
RRS1	TC0800012307.hg.1
SULF1	TC0800007899.hg.1
XPO6	TC1600009849.hg.1
PRRC2C	TC0100010592.hg.1
TBC1D1	TC0400007245.hg.1
ZFR2	TC1900009311.hg.1
NBEAL2	TC0300007278.hg.1
FBXO28	TC0100011733.hg.1
DTX4	TC1100007729.hg.1
RHOBTB2	TC0800007004.hg.1
RRP12	TC1000012582.hg.1, TC1000012583.hg.1
SYNE2	TC1400007430.hg.1, TC1400007431.hg.1
NUP210	TC0300010329.hg.1
PLCL2	TC0300006758.hg.1
ARHGEF9	TC0X00009869.hg.1
VPS13A	TC0900007646.hg.1
SEL1L3	TC0400010282.hg.1
TBC1D12	TC1000008502.hg.1
EXOC6B	TC0200013046.hg.1
DNAJC9	TC1000012564.hg.1, TC1000012565.hg.1
SIK2	TC1100009026.hg.1
PLCB1	TC2000009887.hg.1
ARC	TC0800012076.hg.1
PHLPP1	TC1800007523.hg.1
KIAA0922	TC0400009038.hg.1
PACS2	TC1400008478.hg.1
COBL	TC0700011066.hg.1
ANKRD28	TC0300010413.hg.1
PDS5A	TC0400010484.hg.1
ASTN2	TC0900011340.hg.1
BOP1	TC0800012202.hg.1
KIAA0556	TC1600007317.hg.1
RPRD2	TC0100009903.hg.1
ATP11A	TC1300008084.hg.1, TC1300008086.hg.1
KIAA1024	TC1500008008.hg.1
OTUD3	TC0100007184.hg.1
ANKRD12	TC1800009215.hg.1
KAZN	TC0100006954.hg.1
MTCL1	TC1800006615.hg.1
SCFD1	TC1400006823.hg.1
DENND5A	TC1100010058.hg.1
DDHD2	TC0800007330.hg.1
CAMTA1	TC0100006707.hg.1
PPIP5K2	TC0500008232.hg.1
MCF2L	TC1300010005.hg.1, TC1300010006.hg.1
ZC3H7B	TC2200007467.hg.1
EXOC7	TC1700012474.hg.1
ADGRL2	TC0100008845.hg.1
DNMBP	TC1000011596.hg.1
MGA	TC1500007009.hg.1
TSPYL4	TC0600012958.hg.1
CAMSAP2	TC0100011148.hg.1
FAM208A	TC0300011256.hg.1
CLEC16A	TC1600006893.hg.1
POFUT2	TC2100008408.hg.1
KLHL18	TC0300007290.hg.1
CLUH	TC1700009451.hg.1
NUP160	TC1100010762.hg.1
MTUS2	TC1300006734.hg.1
CSTF2T	TC1000010651.hg.1
ADGRL3	TC0400012797.hg.1, TC0400012798.hg.1
KIAA1107	TC0100009035.hg.1
WWC1	TC0500009346.hg.1
AGTPBP1	TC0900010607.hg.1
IQCE	TC0700006565.hg.1
FBXW11	TC0500012815.hg.1
SMG6	TC1700009417.hg.1
ANKS1A	TC0600007774.hg.1
MGRN1	TC1600006747.hg.1
BICD2	TC0900010808.hg.1
ATMIN	TC1600008568.hg.1
EHBP1	TC0200007759.hg.1
WSCD1	TC1700012177.hg.1, TC1700012178.hg.1
KIF13B	TC0800009997.hg.1
UBR2	TC0600008050.hg.1
ACSL6	TC0500013353.hg.1
NEMP1	TC1200010946.hg.1
FKBP15	TC0900011252.hg.1
ICOSLG	TC2100006433.hg.1, TC2100008355.hg.1
SIN3B	TC1900007297.hg.1
NCAPD3	TC1100012917.hg.1
DMXL2	TC1500009429.hg.1
KIAA0930	TC2200008966.hg.1
SATB2	TC0200015364.hg.1
SLC9A8	TC2000007658.hg.1
CUX2	TC1200008860.hg.1
DNAJC13	TC0300008846.hg.1
ZCCHC11	TC0100014203.hg.1
TRIM2	TC0400009033.hg.1
RPGRIP1L	TC1600010347.hg.1
MAN2B2	TC0400006689.hg.1
KIAA1033	TC1200008706.hg.1
USP22	TC1700010076.hg.1
NEDD4L	TC1800007411.hg.1
SASH1	TC0600009772.hg.1
TBC1D30	TC1200008016.hg.1
TTC28	TC2200008356.hg.1
CLASP1	TC0200014091.hg.1
DPY19L1	TC0700010716.hg.1
SZT2	TC0100008061.hg.1
WDR7	TC1800007385.hg.1
SYNM	TC1500010796.hg.1
JADE2	TC0500008698.hg.1
VPS39	TC1500009182.hg.1
DNAJC16	TC0100006989.hg.1
ESYT1	TC1200012646.hg.1
SYNE1	TC0600013588.hg.1
SMCHD1	TC1800006487.hg.1
DOCK9	TC1300009583.hg.1
PHF24	TC0900007063.hg.1
U2SURP	TC0300013881.hg.1
KHNYN	TC1400006742.hg.1
UBR4	TC0100013123.hg.1
SUN1	TC0700013323.hg.1
HAUS5	TC1900007868.hg.1
VPS8	TC0300009724.hg.1
ANGEL1	TC1400010771.hg.1
USP24	TC0100014284.hg.1
FAM189A1	TC1500008829.hg.1
FNBP4	TC1100010761.hg.1
ZNF629	TC1600009991.hg.1
PSD3	TC0800009764.hg.1
OBSL1	TC0200015793.hg.1
ARHGEF12	TC1100009287.hg.1
KIAA0895	TC0700010749.hg.1
LARP1	TC0500009175.hg.1
PPP1R13B	TC1400010333.hg.1
PUM2	TC0200011901.hg.1
ARHGEF18	TC1900011650.hg.1
TNS2	TC1200007690.hg.1
CRTC1	TC1900007405.hg.1
UFL1	TC0600008873.hg.1
RRP8	TC1100013138.hg.1
ICE1	TC0500006614.hg.1
SRGAP2	TC0100011364.hg.1
SMG5	TC0100015991.hg.1
AHCYL2	TC0700009083.hg.1
MAU2	TC1900007431.hg.1
SPECC1L	TC2200009232.hg.1
NCSTN	TC0100010297.hg.1
NUDCD3	TC0700010918.hg.1
SIK3	TC1100012424.hg.1
MED13L	TC1200012043.hg.1
ZDHHC17	TC1200008255.hg.1
KIAA0368	TC0900011200.hg.1
ADNP	TC2000009440.hg.1
LARS2	TC0300007236.hg.1
PIP5K1C	TC1900009302.hg.1
NCAPH	TC0200008502.hg.1
PPWD1	TC0500007604.hg.1
CTDNEP1	TC1700012345.hg.1
ATP13A2	TC0100013072.hg.1
FRAT2	TC1000011546.hg.1
FBXO46	TC1900010952.hg.1
EXOSC2	TC0900008967.hg.1
DICER1	TC1400010068.hg.1
COTL1	TC1600011060.hg.1
SIRT5	TC0600006992.hg.1
SIRT4	TC1200009122.hg.1
SIRT3	TC1100009649.hg.1
SIRT1	TC1000007846.hg.1
COMMD3	TC1000006995.hg.1
NCS1	TC0900008949.hg.1
ZFPM2	TC0800012343.hg.1, TC0800012344.hg.1
KCNH4	TC1700010714.hg.1
KCNH3	TC1200007567.hg.1
MLYCD	TC1600011438.hg.1
CRB1	TC0100011073.hg.1
NOMO1	TC1600007001.hg.1
ITGB3BP	TC0100014428.hg.1
TMED3	TC1500008003.hg.1
TDRD7	TC0900008148.hg.1
GRIP1	TC1200011140.hg.1
SLC7A8	TC1400008705.hg.1
RYBP	TC0300011525.hg.1, TSUnmapped00000408.hg.1
TPSD1	TC1600006530.hg.1
AP4E1	TC1500007217.hg.1
GPR161	TC0100016322.hg.1
RHOQ	TC0200007471.hg.1
LINC01565	TC0300012345.hg.1
TARDBP	TC0100006840.hg.1
CELA3B	TC0100007261.hg.1
HARS2	TC0500013237.hg.1
ATP1B4	TC0X00008276.hg.1
OTP	TC0500011211.hg.1
SLC35A3	TC0100009195.hg.1
SLC44A1	TC0900008312.hg.1
SF3B3	TC1600008275.hg.1
SF3B1	TC0200015348.hg.1
ANGPTL2	TC0900011565.hg.1
ABCB10	TC0100017666.hg.1
ABCB9	TC1200012256.hg.1
ABCA6	TC1700011578.hg.1
ABCA5	TC1700012460.hg.1
HEY1	TC0800010894.hg.1
ICMT	TC0100012673.hg.1
GCAT	TC2200007319.hg.1
CBX6	TC2200008719.hg.1
NPTXR	TC2200008717.hg.1
CBX5	TC1200010833.hg.1
PHF3	TC0600014143.hg.1, TC0600014144.hg.1
TRAM1	TC0800010765.hg.1
CAPN7	TC0300006702.hg.1
ETHE1	TC1900010851.hg.1
QPRT	TC1600011375.hg.1
BRD4	TC1900009859.hg.1
SEC11A	TC1500010292.hg.1
ISCU	TC1200008771.hg.1
SEC61G	TC0700011119.hg.1
PES1	TC2200008447.hg.1
TGDS	TC1300009492.hg.1
LEPROTL1	TC0800012287.hg.1
CES3	TC1600008137.hg.1
CBX7	TC2200008734.hg.1
HEY2	TC0600009362.hg.1
TNFRSF13B	TC1700012367.hg.1
HAAO	TC0200012383.hg.1
MACF1	TC0100007898.hg.1
DAAM2	TC0600007959.hg.1
ZFYVE26	TC1400010767.hg.1
RIMBP2	TC1200012867.hg.1
TMEM131	TC0200013578.hg.1
GLTSCR1L	TC0600014126.hg.1
LRRC8B	TC0100008978.hg.1
TTC9	TC1400007584.hg.1
POFUT1	TC2000007110.hg.1
KCTD2	TC1700008882.hg.1
NUP188	TC0900012181.hg.1
SUZ12	TC1700007498.hg.1
SCRIB	TC0800012165.hg.1
SPIDR	TC0800007529.hg.1
MORC3	TC2100008506.hg.1
SLC39A14	TC0800006980.hg.1
SKIV2L2	TC0500007421.hg.1
R3HDM1	TC0200009440.hg.1
ANP32D	TC1200007521.hg.1
ANP32C	TC0400012312.hg.1
RPL13A	TC1900011780.hg.1
KAT6B	TC1000008081.hg.1, TSUnmapped00000203.hg.1, TSUnmapped00000217.hg.1, TSUnmapped00000282.hg.1, TSUnmapped00000364.hg.1, TSUnmapped00000389.hg.1, TSUnmapped00000398.hg.1, TSUnmapped00000492.hg.1
CABIN1	TC2200006881.hg.1
SRRM2	TC1600006633.hg.1
HMHA1	TC1900006509.hg.1
ACAP2	TC0300013635.hg.1
ZNF281	TC0100016887.hg.1
CLCF1	TC1100013192.hg.1
NNT	TC0500007303.hg.1
MMD	TC1700011181.hg.1
PRAME	TC2200008136.hg.1
PIK3R5	TC1700009708.hg.1
TNPO3	TC0700012555.hg.1
ADAT1	TC1600011569.hg.1
OR52A1	TC1100009912.hg.1
SLC16A8	TC2200008679.hg.1
SEC14L2	TC2200009252.hg.1
MAPK8IP2	TC2200009303.hg.1
RBFOX2	TC2200008576.hg.1
SEZ6L	TC2200006945.hg.1
ATP6V0A2	TC1200009253.hg.1
SYNGR4	TC1900008469.hg.1
LILRA4	TC1900012043.hg.1
TTC33	TC0500010579.hg.1
DNPEP	TC0200015779.hg.1
PSD4	TC0200008955.hg.1
RASD2	TC2200007211.hg.1
CDK20	TC0900010661.hg.1
HYAL4	TC0700013455.hg.1
TSPAN12	TC0700012416.hg.1
TSPAN15	TC1000007895.hg.1
PIGN	TC1800008862.hg.1
SNAPIN	TC0100010046.hg.1
WBP2	TC1700011773.hg.1
WBP1	TC0200016476.hg.1
GTPBP4	TC1000006464.hg.1
CLDN14	TC2100008081.hg.1
CHST5	TC1600011567.hg.1
DDAH2	TC0600014264.hg.1
LPAR3	TC0100014766.hg.1
ZNF346	TC0500009606.hg.1
ARL2BP	TC1600007992.hg.1
PADI4	TC0100007105.hg.1, TSUnmapped00000113.hg.1, TSUnmapped00000148.hg.1, TSUnmapped00000288.hg.1, TSUnmapped00000378.hg.1, TSUnmapped00000475.hg.1
PRG1	TC1900008213.hg.1
DDAH1	TC0100014776.hg.1
CDC42EP4	TC1700011657.hg.1
CASP14	TC1900007205.hg.1
CCNDBP1	TC1500010727.hg.1
SMUG1	TC1200010832.hg.1
VSIG2	TC1100012685.hg.1
TMEM50A	TC0100007398.hg.1
DDX58	TC0900009825.hg.1
ELP5	TC1700006733.hg.1
KLHDC2	TC1400007094.hg.1
CARHSP1	TC1600009322.hg.1
PDSS1	TC1000007081.hg.1
FAM215A	TC1700007971.hg.1
LEMD3	TC1200008026.hg.1
HEBP2	TC0600009611.hg.1
ORC6	TC1600007718.hg.1
ORC3	TC0600008735.hg.1
OPN3	TC0100017947.hg.1
ACOT9	TC0X00009250.hg.1
PATZ1	TC2200008477.hg.1
AMACR	TC0500013297.hg.1
CLEC5A	TC0700012849.hg.1
CORO1C	TC1200011846.hg.1
DAPK2	TC1500009728.hg.1
CD2AP	TC0600008183.hg.1
MKRN1	TC0700012812.hg.1
MKRN2	TC0300006631.hg.1
PHLDA3	TC0100016916.hg.1
ZMYND8	TC2000009292.hg.1
PPY2P	TC1700007357.hg.1
PYY2	TC1700007355.hg.1
SH3BP1	TC2200007309.hg.1
TSSK2	TC2200006587.hg.1
ZIM2	TC1900011542.hg.1
NTSR2	TC0200011759.hg.1
BACE1	TC1100012445.hg.1
RUSC1	TC0100010124.hg.1
CBLC	TC1900008284.hg.1
FAM89B	TC1100013043.hg.1
SPO11	TC2000007855.hg.1
PRND	TC2000006577.hg.1
BRD7P3	TC0600009268.hg.1
KCNE5	TC0X00011381.hg.1
CA14	TC0100009897.hg.1
KPNA6	TC0100007662.hg.1
SSBP2	TC0500013336.hg.1
NUP62	TC1900012007.hg.1
RABGAP1	TC0900008684.hg.1
